,CODE,Name.x,Abbreviation.x,Category.x,Notes,article_1,article_2,article_3,article_4,article_5,article_6,article_7,article_8,article_9,article_10,article_11,article_12,article_13,article_14,article_15,article_16,article_17,article_18,article_19,article_20,article_21,article_22,article_23,article_24,article_25,article_26,article_27,article_28,article_29,article_30,article_31,article_32,article_33,article_34,article_35,article_36,article_37,article_38,article_39,article_40,article_41,article_42,article_43,article_44,article_45,article_46,article_47,article_48,article_49,article_50,article_51,article_52,article_53,article_54,article_55,article_56,article_57,article_58,article_59,article_60,article_61,article_62,article_63,Name.y,Abbreviation.y,Category.y,Items,Accessibility,access_type,link,review,exclusion_reason,relevant,Report,name.z,category,construct,rating,norms,internal_cons,test_retest,validity,ts
309,INCREMENTAL BEHAVIOR CHANGE TOWARD SMOKING CESSATION,Incremental Behavior Change toward Smoking cessation,IBC-S,Nicotine,NA,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Incremental Behavior Change toward Smoking cessation,IBC-S,Nicotine,15,No, , ,Exclude,Not found,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,INTOLERANCE FOR SMOKING ABSTINENCE EMOTIONAL DISCOMFORT QUESTIONNAIRE,Intolerance for Smoking Abstinence Emotional Discomfort Questionnaire,IDQ-E,Nicotine,NA,532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intolerance for Smoking Abstinence Emotional Discomfort Questionnaire,IDQ-E,Nicotine,9,No, , ,Exclude,Not found,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
311,INTOLERANCE FOR SMOKING ABSTINENCE PHYSICAL DISCOMFORT QUESTIONNAIRE,Intolerance for Smoking Abstinence Physical Discomfort Questionnaire,IDQ-P,Nicotine,NA,532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intolerance for Smoking Abstinence Physical Discomfort Questionnaire,IDQ-P,Nicotine,14,No, , ,Exclude,Not found,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312,INTOLERANCE FOR SMOKING ABSTINENCE QUESTIONNAIRE,Intolerance for Smoking Abstinence Questionnaire,IDQ-S,Nicotine,NA,532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intolerance for Smoking Abstinence Questionnaire,IDQ-S,Nicotine,17,No, , ,Exclude,Not found,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
313,LIFETIME TOBACCO USE QUESTIONNAIRE,Lifetime Tobacco Use Questionnaire,LTUQ,Nicotine,NA,374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lifetime Tobacco Use Questionnaire,LTUQ,Nicotine,Unknown,No, , ,Exclude,Not found,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314,METACOGNITIONS ABOUT SMOKING QUESTIONNAIRE,Metacognitions about Smoking Questionnaire,MSQ,Nicotine,NA,248,255,438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metacognitions about Smoking Questionnaire,MSQ,Nicotine,20,Yes,Needs formatting,https://core.ac.uk/download/pdf/29470588.pdf,Exclude,No scoring/instructions/interpretation,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315,MICHIGAN NICOTINE REINFORCEMENT QUESTIONNAIRE,Michigan Nicotine Reinforcement Questionnaire,M-NRQ,Nicotine,NA,383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Michigan Nicotine Reinforcement Questionnaire,M-NRQ,Nicotine,Unknown,No, , ,Exclude,Not found,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
316,MINNESOTA NICOTINE WITHDRAWAL SCALE,Minnesota Nicotine Withdrawal Scale,MNWS,Nicotine,NA,260,333,383,436,501,393,595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minnesota Nicotine Withdrawal Scale,MNWS,Nicotine,8,Yes,Print-ready,http://www.med.uvm.edu/docs/behavior_rating_scale_self/behavior-and-health-documents/behavior_rating_scale_self.pdf?sfvrsn=372e8344_2,Exclude,No scoring/instructions/interpretation,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
317,MODIFIED FAGERSTROM TOLERANCE QUESTIONNAIRE,Modified Fagerstrom Tolerance Questionnaire,mFTQ,Nicotine,NA,347,561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Modified Fagerstrom Tolerance Questionnaire,mFTQ,Nicotine,7,Yes,Print-ready,https://carehere.com/wp-content/uploads/2018/02/fagerstromnicotinedependencymeasure.pdf,Include,NA,1,"Prokhorov et al., 1996",Modified Fagerstrom Tolerance Questionnaire,Nicotine,"Severity, Use",Excellent,Excellent,Excellent,Excellent,"CONCUR, DIVERG, DISCRIM, PREDICT",X
318,NICOTINE CRAVING QUESTIONNAIRE,Nicotine Craving Questionnaire,CCN,Nicotine,NA,490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nicotine Craving Questionnaire,CCN,Nicotine,46,Unknown,NA,NA,Exclude,Too many items,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
319,NICOTINE DEPENDENCE SYNDROME SCALE,Nicotine Dependence Syndrome Scale,NDSS,Nicotine,NA,248,580,591,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nicotine Dependence Syndrome Scale,NDSS,Nicotine,19,No,Print-ready,https://publications.iarc.fr/_publications/media/download/4000/4d15c7deb1289ad80811b1cde14b69a8ee06f2a2.pdf,Exclude,No scoring/instructions/interpretation,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320,NICOTINE WITHDRAWAL ASSESSMENT FOR YOUTH,Nicotine Withdrawal Assessment for Youth,N-WAY,Nicotine,NA,347,492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nicotine Withdrawal Assessment for Youth,N-WAY,Nicotine,20,Yes,Needs formatting,https://researchrepository.wvu.edu/cgi/viewcontent.cgi?article=3928&context=etd,Exclude,No scoring/instructions/interpretation,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
321,OKLAHOMA SCALE FOR SMOKELESS TOBACCO DEPENDENCE,Oklahoma Scale for Smokeless Tobacco Dependence,OSSTD,Nicotine,NA,453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oklahoma Scale for Smokeless Tobacco Dependence,OSSTD,Nicotine,23,No, , ,Exclude,Not found,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322,OSTEOPORISIS SMOKING HEALTH BELIEF INSTRUMENT,Osteoporisis Smoking Health Belief Instrument,OSHB,Nicotine,NA,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Osteoporisis Smoking Health Belief Instrument,OSHB,Nicotine,18,No, , ,Exclude,Not found,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323,PENN STATE E-CIGARETTE DEPENDENCE INDEX,Penn State E-Cigarette Dependence index,PSECDI,Nicotine,NA,240,373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Penn State E-Cigarette Dependence index,PSECDI,Nicotine,10,Yes,Print-ready,https://research.med.psu.edu/smoking/dependence-index/,Include,NA,1,"Foulds et al., 2015",Penn State E-cigarette Dependence Index,Nicotine,Use,Adequate,Good,Adequate,NA,CONVERG,NA
324,PERCEIVED RISKS AND BENEFITS QUESTIONNAIRE,Perceived Risks and Benefits Questionnaire,PRBQ,Nicotine,NA,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Perceived Risks and Benefits Questionnaire,PRBQ,Nicotine,39,Unknown,NA,NA,Exclude,Too many items,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
325,PROCESSES OF CHANGE FOR SMOKING,Processes of Change for Smoking,POC-S,Nicotine,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Processes of Change for Smoking,POC-S,Nicotine,40,Unknown,NA,NA,Exclude,Too many items,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
326,QUESTIONNAIRE OF SMOKING URGES,Questionnaire of Smoking Urges,QSU,Nicotine,NA,40,436,294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Questionnaire of Smoking Urges,QSU,Nicotine,32,Unknown,NA,NA,Exclude,Too many items,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
327,QUESTIONNAIRE ON SMOKING URGES 12,Questionnaire on Smoking Urges 12,QSU-12,Nicotine,NA,446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Questionnaire on Smoking Urges 12,QSU-12,Nicotine,12,No, , ,Exclude,Not found,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
328,QUESTIONNAIRE ON SMOKING URGES-BELIEF,Questionnaire on Smoking Urges-Belief,QSU-Brief,Nicotine,NA,416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Questionnaire on Smoking Urges-Belief,QSU-Brief,Nicotine,10,Yes,Needs formatting,https://www.researchgate.net/publication/40768606_Is_the_ten-item_Questionnaire_of_Smoking_Urges_QSU-brief_more_sensitive_to_abstinence_than_shorter_craving_measures/link/0046352011478b7072000000/download,Exclude,No scoring/instructions/interpretation,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
329,REASONS FOR SMOKING TEST,Reasons for Smoking Test,RFS,Nicotine,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reasons for Smoking Test,RFS,Nicotine,28,Unknown,NA,NA,Exclude,Too many items,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
330,SELF-REPORT HABIT INDEX FOR E-CIGARETTES,Self-Report Habit Index for E-cigarettes,SRHI-E,Nicotine,NA,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Self-Report Habit Index for E-cigarettes,SRHI-E,Nicotine,12,No, , ,Exclude,Not found,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
331,SENSORY E-CIGARETTE EXPECTANCIES SCALE,Sensory E-cigarette Expectancies Scale,SEES,Nicotine,NA,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sensory E-cigarette Expectancies Scale,SEES,Nicotine,23,No, , ,Exclude,Not found,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
332,SEVERSON 7-ITEM SMOKELESS TOBACCO DEPENDENCE SCALE,Severson 7-item Smokeless Tobacco Dependence Scale,SSTDS,Nicotine,NA,306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Severson 7-item Smokeless Tobacco Dependence Scale,SSTDS,Nicotine,7,Yes,Print-ready,https://www.umassmed.edu/globalassets/center-for-tobacoo-cttrt/tts-part-1/module-4/severson_smokeless_tobacco_dependence.pdf,Include,NA,1,"Severson et al., 2003",Severson 7-item Smokeless Tobacco Dependence Scale,Nicotine,Severity,Adequate,Good,Good,NA,"CONCUR, CONVERG, DIVERG",NA
333,SHIFFMAN-JARVIK SMOKING WITHDRAWAL QUESTIONNAIRE,Shiffman-Jarvik Smoking Withdrawal Questionnaire,SWQ,Nicotine,NA,501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Shiffman-Jarvik Smoking Withdrawal Questionnaire,SWQ,Nicotine,25,Yes,Needs formatting,https://www.guilford.com/excerpts/abrams.pdf?t,Exclude,Insufficient psychometric data,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
334,SHORT FORM OF THE SMOKING CONSEQUENCES QUESTIONNAIRE,Short Form of the Smoking Consequences Questionnaire,S-SCQ,Nicotine,NA,86,186,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Short Form of the Smoking Consequences Questionnaire,S-SCQ,Nicotine,21,Yes,Print-ready,https://cancercontrol.cancer.gov/sites/default/files/2020-06/short_form_smoking_consequences_questionnaire.pdf,Include,NA,1,"Myers et al., 2003",Short Form of the Smoking Consequences Questionnaire,Nicotine,Consequences,Adequate,Good,Excellent,NA,"CONCUR, CONVERG, PREDICT",NA
335,SHORT FORM VAPING CONSEQUENCES QUESTIONNAIRE,Short Form Vaping Consequences Questionnaire,S-VCQ,Nicotine,NA,373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Short Form Vaping Consequences Questionnaire,S-VCQ,Nicotine,15,Yes,Needs formatting,https://jewlscholar.mtsu.edu/bitstream/handle/mtsu/6242/JOHNSON_Landon_Sp20ThesisFinal.pdf?sequence=1&isAllowed=y,Exclude,No scoring/instructions/interpretation,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
336,SMOKER COMPLAINT SCALE,Smoker Complaint Scale,SCS,Nicotine,NA,501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Smoker Complaint Scale,SCS,Nicotine,20,Yes,Print-ready,https://eprovide.mapi-trust.org/instruments/smoker-complaint-scale#review_copy,Exclude,No scoring/instructions/interpretation,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
337,SMOKING ABSTINENCE SELF-EFFICACY QUESTIONNAIRE,Smoking Abstinence Self-efficacy Questionnaire,SASEQ,Nicotine,NA,159,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Smoking Abstinence Self-efficacy Questionnaire,SASEQ,Nicotine,6,Yes,Needs formatting,https://link.springer.com/content/pdf/10.1007/s12529-012-9229-2.pdf,Include,NA,1,"Spek et al., 2013",Smoking Abstinence Self-efficacy Questionnaire,Treatment Related,"Recovery, Self-Efficacy",Good,Good,Excellent,NA,"DISCRIM, PREDICT",X
338,SMOKING CONSEQUENCES QUESTIONNAIRE,Smoking Consequences Questionnaire,SCQ,Nicotine,NA,260,698,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Smoking Consequences Questionnaire,SCQ,Nicotine,50,Yes,Print-ready,https://moffitt.org/research-science/research-teams/tobacco-research-and-intervention-program-trip/trip-research/measures/,Exclude,Too many items,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
339,SMOKING CONSEQUENCES QUESTIONNAIRE - ADULT,Smoking Consequences Questionnaire - Adult,SCQ-A,Nicotine,NA,333,546,587,601,595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Smoking Consequences Questionnaire - Adult,SCQ-A,Nicotine,33,Unknown,NA,NA,Exclude,Too many items,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,SMOKING EFFECTS QUESTIONNAIRE,Smoking Effects Questionnaire,SEQ,Nicotine,NA,248,322,460,438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Smoking Effects Questionnaire,SEQ,Nicotine,14,No, , ,Exclude,Not found,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
341,SMOKING EFFICACY SCALE,Smoking Efficacy Scale,SES,Nicotine,NA,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Smoking Efficacy Scale,SES,Nicotine,Unknown,No, , ,Exclude,Not found,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
342,SMOKING HISTORY QUESTIONNAIRE,Smoking History Questionnaire,SHQ,Nicotine,NA,260,436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Smoking History Questionnaire,SHQ,Nicotine,11,No,Print-ready,https://arc.psych.wisc.edu/self-report/smoking-history-questionnaire-shq/,Exclude,Insufficient psychometric data,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
343,SMOKING INFORMATION QUESTIONNAIRE,Smoking Information Questionnaire,SIQ,Nicotine,NA,383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Smoking Information Questionnaire,SIQ,Nicotine,44,Unknown,NA,NA,Exclude,Too many items,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
344,"SMOKING KNOWLEDGE, ATTITUDES, AND PRACTICES","Smoking Knowledge, Attitudes, and Practices",S-KAP,Nicotine,NA,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Smoking Knowledge, Attitudes, and Practices",S-KAP,Nicotine,50,Unknown,NA,NA,Exclude,Too many items,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
345,SMOKING RESTRAINT QUESTIONNAIRE,Smoking Restraint Questionnaire,SRQ,Nicotine,NA,406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Smoking Restraint Questionnaire,SRQ,Nicotine,12,Yes,Needs formatting,https://eprints.utas.edu.au/23560/1/Blake_whole_thesis.pdf,Include,NA,1,"Blake et al., 2016",Smoking Restraint Questionnaire,Nicotine,Self-Efficacy,Adequate,Adequate,Good,NA,PREDICT,NA
